Fecha_Hora,Artista,Tema
30/8/2022 08:37,Andrés Calamaro,Te quiero igual
30/8/2022 08:37,Andrés Calamaro,Mil Horas
30/8/2022 08:33,Bunbury,Aunque no sea conmigo
30/8/2022 08:33,Andrés Calamaro,La parte de adelante
30/8/2022 08:33,Andrés Calamaro,Pasemos A Otro Tema
30/8/2022 08:23,Andrés Calamaro,Enganchate Conmigo
30/8/2022 08:23,Andrés Calamaro,Pasemos A Otro Tema
30/8/2022 08:13,Andrés Calamaro,Enganchate Conmigo
30/8/2022 02:20,Andrés Calamaro,Enganchate Conmigo
30/8/2022 02:18,Andrés Calamaro,En Un Hotel De Mil Estrellas
30/8/2022 02:15,Andrés Calamaro,Jugar Con Fuego
30/8/2022 02:12,Andrés Calamaro,Algún Lugar Encontraré
30/8/2022 02:07,Andrés Calamaro,Tantas Veces
30/8/2022 02:04,Andrés Calamaro,Estadio Azteca
30/8/2022 02:04,Andrés Calamaro,Cuando no estás
30/8/2022 02:04,Andrés Calamaro,Flaca
30/8/2022 02:04,Andrés Calamaro,Tuyo siempre - En directo 2005
30/8/2022 02:04,Bunbury,Aunque no sea conmigo
30/8/2022 02:04,Andrés Calamaro,Crímenes perfectos
30/8/2022 02:04,Andrés Calamaro,Bohemio
30/8/2022 02:04,Andrés Calamaro,La parte de adelante
30/8/2022 02:04,Andrés Calamaro,Loco
30/8/2022 02:04,Andrés Calamaro,Mi Bandera
30/8/2022 02:04,Andrés Calamaro,Para No Olvidar
30/8/2022 02:04,Andrés Calamaro,Te quiero igual
30/8/2022 02:04,Andrés Calamaro,Tuyo Siempre
30/8/2022 02:04,C. Tangana,Hong Kong
30/8/2022 02:04,Andrés Calamaro,Mil Horas
30/8/2022 01:56,Andrés Calamaro,Flaca
30/8/2022 01:52,Andrés Calamaro,Mi Bandera
30/8/2022 01:49,Andrés Calamaro,Para No Olvidar
30/8/2022 01:45,Andrés Calamaro,Estadio Azteca
30/8/2022 01:41,Andrés Calamaro,Tuyo Siempre
30/8/2022 01:38,Andrés Calamaro,Bohemio
30/8/2022 01:36,Andrés Calamaro,Tuyo siempre - En directo 2005
30/8/2022 01:33,Andrés Calamaro,Cuando no estás
30/8/2022 01:33,Bunbury,Aunque no sea conmigo
30/8/2022 01:33,Andrés Calamaro,Crímenes perfectos
30/8/2022 01:33,Andrés Calamaro,La parte de adelante
30/8/2022 01:33,Andrés Calamaro,Flaca
30/8/2022 01:33,Andrés Calamaro,Loco
30/8/2022 01:33,Andrés Calamaro,Te quiero igual
30/8/2022 01:33,C. Tangana,Hong Kong
30/8/2022 01:33,Andrés Calamaro,Mil Horas
30/8/2022 01:20,Andrés Calamaro,Cuando no estás
30/8/2022 01:17,Andrés Calamaro,La parte de adelante
30/8/2022 01:17,Andrés Calamaro,Te quiero igual
30/8/2022 01:17,Andrés Calamaro,Mil Horas
30/8/2022 01:16,Andrés Calamaro,Cuando no estás
30/8/2022 01:16,Bunbury,Aunque no sea conmigo
30/8/2022 01:16,Andrés Calamaro,Mil Horas
30/8/2022 01:13,Andrés Calamaro,Te quiero igual
30/8/2022 01:10,Bunbury,Aunque no sea conmigo
30/8/2022 01:10,Andrés Calamaro,La parte de adelante
30/8/2022 01:09,Andrés Calamaro,Flaca
30/8/2022 00:33,La Que Faltaba,Las Guerreras de la Paz
30/8/2022 00:30,La Que Faltaba,Un Juego
30/8/2022 00:26,La Que Faltaba,Volver a Tu Luz
30/8/2022 00:23,La Que Faltaba,Es la Realidad
30/8/2022 00:19,La Que Faltaba,Voy
30/8/2022 00:14,La Que Faltaba,Corazón
30/8/2022 00:10,La Que Faltaba,Negrita
30/8/2022 00:07,La Que Faltaba,Con Mi Flor
30/8/2022 00:02,La Que Faltaba,A Veces Quema
29/8/2022 23:59,La Que Faltaba,Otra Vez
29/8/2022 23:52,Andrés Calamaro,Loco
29/8/2022 23:49,Andrés Calamaro,Cuando no estás
29/8/2022 23:49,Intoxicados,Fuego
29/8/2022 23:48,Andrés Calamaro,Mil Horas
29/8/2022 23:45,Andrés Calamaro,Te quiero igual
29/8/2022 23:41,Andrés Calamaro,La parte de adelante
29/8/2022 23:36,Bunbury,Aunque no sea conmigo
27/8/2022 16:23,Árbol,Ya Lo Sabemos
27/8/2022 16:20,Kapanga,Miro de Atrás
27/8/2022 16:20,Los Caballeros De La Quema,Hasta Estallar (En Vivo Provincia Emergente)
27/8/2022 15:50,Las Pelotas,Ya Lo Sabés
27/8/2022 15:45,Los Piojos,Todo Pasa
27/8/2022 15:39,Divididos,Amapola del 66
27/8/2022 15:33,Los Gardelitos,Sortilegio de Arrabal (En Vivo)
27/8/2022 15:31,La Vela Puerca,La Pastilla
27/8/2022 15:31,Skay Beilinson,Aves Migratorias
27/8/2022 15:29,Las Pelotas,Si Supieras
27/8/2022 15:29,Bersuit Vergarabat,Vuelos
27/8/2022 15:29,Bahiano,Tarde Gris
27/8/2022 15:29,Divididos,La Flor Azul
27/8/2022 15:29,Los Piojos,Ando Ganas (Llora Llora)
27/8/2022 15:29,Cielo Razzo,Ventana
27/8/2022 15:26,Las Pelotas,Bombachitas Rosas - En Casa
27/8/2022 15:23,Los Piojos,Civilización
27/8/2022 15:17,Ratones Paranoicos,Juana de Arco
27/8/2022 15:14,Divididos,Pepe Lui
27/8/2022 15:14,La 25,Hasta La Victoria
27/8/2022 15:14,Las Pastillas del Abuelo,El Favor
27/8/2022 15:10,Las Pelotas,Nunca Te Jugaste - En Casa
27/8/2022 15:07,Los Piojos,Amor de Perros
27/8/2022 15:03,ENTRETIEMPO,Mis Demonios
27/8/2022 14:59,Don Osvaldo,Un demonio
27/8/2022 14:58,Gustavo Cerati,Tu Locura
27/8/2022 14:55,Patricio Rey y sus Redonditos de Ricota,Caña Seca y un Membrillo
27/8/2022 14:51,Las Pelotas,Cuántas Cosas - En Casa
27/8/2022 14:47,Los Piojos,Vine Hasta Aquí
27/8/2022 14:40,Las Pelotas,Víctimas del Cielo - En Casa
27/8/2022 14:36,Las Pelotas,Nada Es Real - En Casa
27/8/2022 14:33,Las Pelotas,Como una Estrella - En Casa
27/8/2022 14:29,Las Pelotas,Siempre Estará - En Casa
27/8/2022 14:26,Las Pelotas,Bombachitas Rosas - En Casa
27/8/2022 14:22,Las Pelotas,Nunca Te Jugaste - En Casa
27/8/2022 14:20,Las Pelotas,Más de Todo - En Casa
27/8/2022 14:15,Las Pelotas,Cuántas Cosas - En Casa
27/8/2022 12:57,Las Pelotas,Cuántas Cosas - En Casa
27/8/2022 12:54,Las Pelotas,Víctimas del Cielo - En Casa
27/8/2022 12:50,Las Pelotas,Nada Es Real - En Casa
27/8/2022 12:46,Las Pelotas,Como una Estrella - En Casa
27/8/2022 12:43,Las Pelotas,Siempre Estará - En Casa
27/8/2022 12:39,Las Pelotas,Bombachitas Rosas - En Casa
27/8/2022 12:36,Las Pelotas,Nunca Te Jugaste - En Casa
27/8/2022 12:33,Las Pelotas,Más de Todo - En Casa
27/8/2022 12:29,Las Pelotas,Cuántas Cosas - En Casa
27/8/2022 12:22,Las Pelotas,Víctimas del Cielo - En Casa
27/8/2022 12:18,Las Pelotas,Nada Es Real - En Casa
27/8/2022 12:14,Las Pelotas,Como una Estrella - En Casa
27/8/2022 11:44,Las Pelotas,Siempre Estará - En Casa
27/8/2022 11:40,Las Pelotas,Bombachitas Rosas - En Casa
27/8/2022 11:36,Las Pelotas,Nunca Te Jugaste - En Casa
27/8/2022 11:34,Las Pelotas,Más de Todo - En Casa
27/8/2022 11:30,Las Pelotas,Cuántas Cosas - En Casa
27/8/2022 11:26,The Beatles,You Never Give Me Your Money - Remastered 2009
27/8/2022 10:32,The Beatles,You Never Give Me Your Money - Remastered 2009
27/8/2022 09:41,The Beatles,Polythene Pam - Remastered 2009
27/8/2022 09:34,Los Piojos,Vine Hasta Aquí
27/8/2022 09:31,La 25,Hasta La Victoria
27/8/2022 09:27,La Renga,En El Baldío
27/8/2022 09:23,Bahiano,Tarde Gris
27/8/2022 09:23,Spinetta Y Los Socios Del Desierto,Cheques
27/8/2022 09:23,Los Piojos,Bicho de Ciudad
27/8/2022 09:17,Sumo,Crua Chan
27/8/2022 09:17,Intoxicados,Volver a Casa
27/8/2022 09:14,La Renga,A Tu Lado
27/8/2022 09:10,Pappo,Descortés
27/8/2022 09:08,Los Piojos,Ruleta
27/8/2022 09:04,Viejas Locas,¿Qué Vas A Hacer Tan Sola Hoy?
27/8/2022 09:03,Intoxicados,De La Guitarra
27/8/2022 09:03,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
27/8/2022 08:59,La Renga,Corazón Fugitivo
27/8/2022 08:55,Los Piojos,Pacífico
27/8/2022 08:49,La Renga,Voy A Bailar A La Nave Del Olvido - Live
27/8/2022 08:43,La 25,Solo voy
27/8/2022 08:39,Sumo,El Ojo Blindado
27/8/2022 08:37,Los Piojos,Desde Lejos No Se Ve
27/8/2022 08:32,Los Caballeros De La Quema,Oxidado
27/8/2022 03:35,Los Caballeros De La Quema,Oxidado
27/8/2022 03:18,Las Pastillas del Abuelo,Viejo Karma!
27/8/2022 03:15,Los Piojos,Luz de Marfil
27/8/2022 03:10,Skay Beilinson,Oda a la Sin Nombre
27/8/2022 03:10,Intoxicados,Mi Inteligencia Intrapersonal
27/8/2022 03:08,Pappo's Blues,Ruta 66
27/8/2022 03:05,La Renga,La Razón Que Te Demora
27/8/2022 02:21,Los Piojos,El Farolito
27/8/2022 01:52,Los Caballeros De La Quema,Otro Jueves Cobarde
27/8/2022 01:47,Los Piojos,El Farolito
27/8/2022 01:43,Los Caballeros De La Quema,Otro Jueves Cobarde
27/8/2022 01:38,Las Pastillas del Abuelo,Que Hago Yo Esperando un Puto As?
27/8/2022 01:34,Viejas Locas,Homero
27/8/2022 01:34,Pappo's Blues,Tomé Demasiado
27/8/2022 01:32,Los Piojos,Vine Hasta Aquí
27/8/2022 01:27,Los Piojos,Vine Hasta Aquí
27/8/2022 01:27,Pappo's Blues,Tomé Demasiado
27/8/2022 01:22,La 25,Hasta La Victoria
27/8/2022 01:19,La Renga,En El Baldío
27/8/2022 01:15,Spinetta Y Los Socios Del Desierto,Cheques
27/8/2022 01:14,Bahiano,Tarde Gris
27/8/2022 01:10,Los Piojos,Bicho de Ciudad
27/8/2022 01:05,Intoxicados,Volver a Casa
27/8/2022 01:01,Sumo,Crua Chan
27/8/2022 00:57,La Renga,A Tu Lado
27/8/2022 00:54,Pappo,Descortés
27/8/2022 00:52,Los Piojos,Ruleta
27/8/2022 00:47,Viejas Locas,¿Qué Vas A Hacer Tan Sola Hoy?
26/8/2022 23:37,Intoxicados,De La Guitarra
26/8/2022 23:32,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
26/8/2022 23:27,La Renga,Corazón Fugitivo
26/8/2022 18:51,La Renga,Corazón Fugitivo
26/8/2022 18:39,Los Piojos,Pacífico
26/8/2022 18:35,Los Piojos,Extraña Soledad - En Vivo
26/8/2022 18:25,Los Piojos,Fijate
26/8/2022 18:25,Los Piojos,Angelito - En Vivo
26/8/2022 18:25,Los Piojos,El Viejo - En Vivo
26/8/2022 18:25,Los Piojos,María y José - En Vivo
26/8/2022 18:25,Lito Vitale,El Viejo
26/8/2022 18:25,Los Piojos,Pensar en Nada - En Vivo
26/8/2022 18:25,Los Piojos,Olvidate (Ya Ves) - En Vivo
26/8/2022 18:24,Los Piojos,Fantasma
26/8/2022 18:24,Los Piojos,A Veces
26/8/2022 18:24,Los Piojos,Ay Ay Ay
26/8/2022 18:24,Los Piojos,Genius
26/8/2022 18:24,Los Piojos,Morella
26/8/2022 18:24,Los Piojos,Llevátelo
26/8/2022 18:24,Los Piojos,El Balneario de los Doctores Crotos
26/8/2022 18:24,Los Piojos,Babilonia
26/8/2022 18:24,Los Piojos,Guadalupe
26/8/2022 18:24,Los Piojos,Sudestada
26/8/2022 18:24,Los Piojos,Chac Tu Chac - En Vivo
26/8/2022 18:24,Los Piojos,Agua
26/8/2022 18:15,Los Piojos,Cruel
26/8/2022 18:14,Los Piojos,Cruel
26/8/2022 18:00,Los Piojos,Taxi Boy
26/8/2022 18:00,Los Piojos,Buenos Tiempos
26/8/2022 18:00,Los Piojos,Manjar
26/8/2022 17:59,Los Piojos,Los Mocosos
26/8/2022 17:35,Los Piojos,Basta de Penas
26/8/2022 17:31,Los Piojos,Y Quemás
26/8/2022 17:26,Los Piojos,Al Atardecer
26/8/2022 17:19,Los Piojos,Al Atardecer
26/8/2022 17:04,Los Piojos,Labios de Seda
26/8/2022 17:00,Los Piojos,Difícil
26/8/2022 00:41,Los Piojos,Difícil
26/8/2022 00:29,Los Piojos,Verano del 92
26/8/2022 00:29,Los Piojos,Te Diría
26/8/2022 00:28,Los Piojos,Luz de Marfil
26/8/2022 00:22,Los Piojos,Muy Despacito
26/8/2022 00:22,Los Piojos,Canción de Cuna
26/8/2022 00:21,Los Piojos,Muévelo
26/8/2022 00:16,Los Piojos,Desde Lejos No Se Ve
26/8/2022 00:16,Los Piojos,Yira Yira
26/8/2022 00:13,Los Piojos,Vine Hasta Aquí
26/8/2022 00:09,Los Piojos,Pacífico
26/8/2022 00:04,Los Piojos,Pistolas
26/8/2022 00:04,Los Piojos,Todo Pasa
26/8/2022 00:04,Los Piojos,Como Alí
26/8/2022 00:04,Los Piojos,Ando Ganas (Llora Llora)
26/8/2022 00:04,Los Piojos,Amor de Perros
26/8/2022 00:04,Los Piojos,Civilización
26/8/2022 00:03,Los Piojos,El Farolito
25/8/2022 23:59,Los Piojos,Ruleta
25/8/2022 23:54,Los Piojos,Bicho de Ciudad
25/8/2022 23:49,Los Piojos,Muy Despacito
25/8/2022 01:29,Los Piojos,Muy Despacito
25/8/2022 01:15,Los Piojos,Desde Lejos No Se Ve
25/8/2022 01:10,Los Piojos,Verano del 92
25/8/2022 01:03,Los Piojos,Vine Hasta Aquí
25/8/2022 00:59,Los Piojos,Yira Yira
25/8/2022 00:55,Los Piojos,Pacífico
25/8/2022 00:51,Los Piojos,Pistolas
25/8/2022 00:46,Los Piojos,Amor de Perros
25/8/2022 00:41,Los Piojos,Civilización
25/8/2022 00:37,Los Piojos,Todo Pasa
25/8/2022 00:31,Los Piojos,Ando Ganas (Llora Llora)
25/8/2022 00:26,Los Piojos,Como Alí
25/8/2022 00:22,Los Piojos,El Farolito
25/8/2022 00:18,Los Piojos,Ruleta
25/8/2022 00:14,Los Piojos,Bicho de Ciudad
24/8/2022 20:48,Los Piojos,Uoh Pa Pa Pa
24/8/2022 20:36,Piti Fernández,EN CUERO Y EN PATAS
24/8/2022 20:34,Bersuit Vergarabat,La Bolsa
24/8/2022 20:30,Las Pelotas,Capitán América
24/8/2022 20:27,Los Piojos,Buenos Tiempos
24/8/2022 20:22,Las Pastillas del Abuelo,Lo + Fino
24/8/2022 20:22,Viejas Locas,Una Vez Más
24/8/2022 20:22,Pier,Sacrificio y Rock N' Roll
24/8/2022 20:21,Los Caballeros De La Quema,Oxidado
24/8/2022 20:16,Los Caballeros De La Quema,Oxidado
24/8/2022 20:16,Pier,Sacrificio y Rock N' Roll
24/8/2022 20:10,Los Piojos,Cruel
24/8/2022 20:10,Las Pelotas,Día Feliz
24/8/2022 20:06,Viejas Locas,Excusas
24/8/2022 20:06,Las Pastillas del Abuelo,Enano
24/8/2022 20:05,Kapanga,No Me Sueltes (Es Posible)
24/8/2022 20:04,Las Pelotas,Hola Que Tal
24/8/2022 20:04,Los Twist,El Primero Te Lo Regala
24/8/2022 20:03,Viejas Locas,Adrenalina
24/8/2022 20:03,Los Piojos,Ximenita
24/8/2022 20:03,Las Pastillas del Abuelo,José
24/8/2022 19:58,Almafuerte,Convide Rutero
24/8/2022 19:55,Bersuit Vergarabat,Murguita Del Sur - Live In Buenos Aires / 2001
24/8/2022 19:55,Las Pelotas,¿Qué Podés Dar?
24/8/2022 19:52,Los Piojos,Morella
24/8/2022 19:51,Las Pastillas del Abuelo,Azu?car Impalpable
24/8/2022 19:51,Viejas Locas,Intoxicado
24/8/2022 19:51,Don Osvaldo,Suerte
24/8/2022 19:51,Callejeros,El Nudo
24/8/2022 19:47,Las Pelotas,Ya Lo Sabés
24/8/2022 19:32,Las Pelotas,Ya Lo Sabés
24/8/2022 19:19,Los Piojos,Como Alí
24/8/2022 19:16,Patricio Rey y sus Redonditos de Ricota,El Infierno Está Encantador Esta Noche
24/8/2022 19:03,Las Pastillas del Abuelo,Que Hago Yo Esperando un Puto As?
24/8/2022 18:59,Viejas Locas,Tirado Y Enrollado
24/8/2022 18:59,Don Osvaldo,Un demonio
24/8/2022 18:58,Las Pelotas,Si Supieras
24/8/2022 18:54,Los Piojos,Babilonia
24/8/2022 18:51,Skay Beilinson,Oda a la Sin Nombre
24/8/2022 18:51,Patricio Rey y sus Redonditos de Ricota,Tarea Fina
24/8/2022 18:47,Intoxicados,De La Guitarra
24/8/2022 18:45,La Renga,El Final Es En Donde Partí
24/8/2022 18:37,La Renga,El Final Es En Donde Partí
24/8/2022 17:39,Las Pelotas,Será
24/8/2022 17:15,Los Piojos,El Farolito
24/8/2022 17:10,Sumo,El Ojo Blindado
24/8/2022 17:08,La 25,Chico Común
24/8/2022 17:08,Los Piojos,Labios de Seda
24/8/2022 17:08,La Portuaria,Selva
24/8/2022 17:04,Patricio Rey y sus Redonditos de Ricota,El Templo de Momo
24/8/2022 16:52,Viejas Locas,Una Piba Como Vos
24/8/2022 16:52,Los Piojos,Blues del Traje Gris
24/8/2022 16:52,Árbol,La Vida
24/8/2022 16:52,La 25,Solo voy
24/8/2022 16:52,Las Pastillas del Abuelo,Tantas Escaleras
24/8/2022 16:49,Patricio Rey y sus Redonditos de Ricota,Toxi-Taxi
24/8/2022 16:49,Sumo,Nextweek
24/8/2022 16:48,La Renga,El Viento Que Todo Empuja
24/8/2022 16:43,Ratones Paranoicos,La Nave
24/8/2022 16:40,Los Caballeros De La Quema,Todos Atrás y Dios de Nueve
24/8/2022 16:35,Los Piojos,Ando Ganas (Llora Llora)
24/8/2022 16:30,La 25,Chica Suburbana
24/8/2022 16:29,Patricio Rey y sus Redonditos de Ricota,Me Matan Limón!
24/8/2022 16:29,La Mississippi,Un Trago Para Ver Mejor
24/8/2022 16:29,Las Pastillas del Abuelo,Viejo Karma!
24/8/2022 15:36,Las Pastillas del Abuelo,Viejo Karma!
24/8/2022 15:23,La Renga,A La Carga Mi Rock'n Roll
24/8/2022 15:23,La Mississippi,Un Trago Para Ver Mejor
24/8/2022 15:23,Riff,No Obstante Lo Cual
24/8/2022 15:23,Las Pastillas del Abuelo,Viejo Karma!
24/8/2022 15:23,Los Piojos,Amor de Perros
24/8/2022 15:22,Árbol,Ya Lo Sabemos
24/8/2022 15:21,Patricio Rey y sus Redonditos de Ricota,Salando las Heridas
24/8/2022 15:13,La Renga,Lo Frágil De La Locura
24/8/2022 15:13,Estelares,Aire
24/8/2022 15:13,Los Piojos,Desde Lejos No Se Ve
24/8/2022 15:11,Patricio Rey y sus Redonditos de Ricota,Caña Seca y un Membrillo
24/8/2022 15:11,Pappo,Descortés
24/8/2022 15:11,La Renga,Voy A Bailar A La Nave Del Olvido - Live
24/8/2022 15:11,La 25,La Rockera
24/8/2022 15:11,Jóvenes Pordioseros,Lobo
24/8/2022 15:04,Los Piojos,Civilización
24/8/2022 14:59,Ratones Paranoicos,Juana de Arco
24/8/2022 14:53,Pappo's Blues,Ruta 66
24/8/2022 14:46,Viejas Locas,¿Qué Vas A Hacer Tan Sola Hoy?
24/8/2022 14:45,La Renga,Somos Los Mismos De Siempre
24/8/2022 14:45,La Vela Puerca,Por La Ciudad
24/8/2022 14:42,Los Piojos,Al Desierto
23/8/2022 14:34,Los Piojos,Al Desierto
23/8/2022 14:19,Sumo,Crua Chan
23/8/2022 14:15,Patricio Rey y sus Redonditos de Ricota,Una Piba Con la Remera de Greenpeace
23/8/2022 14:11,La Renga,Veneno
23/8/2022 14:07,Los Piojos,Luz de Marfil
23/8/2022 14:02,Las Pastillas del Abuelo,Cubano
23/8/2022 13:58,Viejas Locas,Homero
23/8/2022 13:54,Kapanga,Desearia
23/8/2022 13:51,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad
23/8/2022 13:47,La Renga,Hablando De La Libertad
23/8/2022 13:40,Los Piojos,No Parés
23/8/2022 13:35,Las Pastillas del Abuelo,Dos A?ngeles
23/8/2022 13:31,La Vela Puerca,En EL Limbo
22/8/2022 21:18,La Vela Puerca,En EL Limbo
22/8/2022 21:04,Charly García,Chipi-Chipi
22/8/2022 21:04,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo
22/8/2022 20:58,La Renga,Oscuro diamante
22/8/2022 19:56,La Renga,Oscuro diamante
22/8/2022 19:45,Los Piojos,Motumbo
22/8/2022 19:41,Kapanga,Fumar
22/8/2022 19:41,Bersuit Vergarabat,El Viento Trae Una Copla
22/8/2022 19:41,Skay Beilinson,Aves Migratorias
22/8/2022 19:36,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal
22/8/2022 19:33,La Renga,Las Cosas Que Hace
22/8/2022 12:58,La Renga,Las Cosas Que Hace
22/8/2022 12:46,Los Piojos,Bicho de Ciudad
22/8/2022 12:40,Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros
22/8/2022 12:40,Los Piojos,Pacífico
22/8/2022 12:40,La Renga,El Twist Del Pibe
22/8/2022 12:40,Pappo,Juntos a la Par
22/8/2022 12:40,Charly García,Cerca De La Revolucion
22/8/2022 12:40,Bersuit Vergarabat,Se Viene
22/8/2022 12:36,Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros
22/8/2022 12:36,Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros
22/8/2022 12:36,La Renga,El Twist Del Pibe
22/8/2022 12:36,Bersuit Vergarabat,Se Viene
22/8/2022 12:12,Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros
22/8/2022 11:59,La Renga,El Twist Del Pibe
22/8/2022 11:56,Los Piojos,Pacífico
22/8/2022 11:51,Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros
22/8/2022 11:51,La Renga,El Twist Del Pibe
22/8/2022 11:51,La Renga,El Twist Del Pibe
22/8/2022 11:48,Los Piojos,Pacífico
22/8/2022 11:37,Patricio Rey y sus Redonditos de Ricota,La Hija del Fletero
22/8/2022 11:37,Divididos,Spaghetti del Rock
22/8/2022 11:37,La Portuaria,Nada Es Igual
22/8/2022 11:37,Intoxicados,Volver a Casa
22/8/2022 11:30,La Renga,Tripa Y Corazón
21/8/2022 23:18,La Renga,Tripa Y Corazón
21/8/2022 16:35,La Renga,Tripa Y Corazón
21/8/2022 16:23,Los Piojos,Ruleta
21/8/2022 16:19,Fito Paez,Polaroid De Locura Ordinaria
21/8/2022 16:19,Spinetta Y Los Socios Del Desierto,Cheques
21/8/2022 16:19,Pappo's Blues,Tomé Demasiado
21/8/2022 15:59,Patricio Rey y sus Redonditos de Ricota,Vencedores Vencidos
21/8/2022 15:55,La Renga,A Tu Lado
21/8/2022 15:52,Los Piojos,Vine Hasta Aquí
21/8/2022 15:44,Los Piojos,No Parés
20/8/2022 16:07,Los Piojos,No Parés
20/8/2022 15:49,Los Piojos,No Parés
20/8/2022 15:46,La Renga,Nómades
20/8/2022 15:46,La Renga,Corazón Fugitivo
20/8/2022 15:42,Divididos,La Ñapi de Mamá
20/8/2022 15:41,Divididos,Vida de Topos
20/8/2022 15:36,La Renga,Las Cosas Que Hace
20/8/2022 15:36,La Renga,El Ojo del Huracán
20/8/2022 15:36,La Renga,Dementes en el Espacio
20/8/2022 15:36,La Renga,Dementes en el Espacio
20/8/2022 15:36,La Renga,Estado
20/8/2022 15:36,La Renga,La Razón Que Te Demora
20/8/2022 15:36,La Renga,La Razón Que Te Demora
20/8/2022 15:32,La Renga,Detonador de Sueños
20/8/2022 15:30,La Renga,A Tu Lado
20/8/2022 15:26,Los Piojos,Maradó - En Vivo
20/8/2022 15:26,Los Piojos,Motumbo - En Vivo
20/8/2022 15:22,Los Piojos,Media Caña - En Vivo
20/8/2022 15:17,Los Piojos,Ruleta - En Vivo
20/8/2022 15:12,Divididos,La Gente Se Divierte
20/8/2022 15:10,Divididos,Pasiones Zurdas Derechas
19/8/2022 11:51,Divididos,La Gente Se Divierte
19/8/2022 11:40,Divididos,Pasiones Zurdas Derechas
19/8/2022 11:37,Divididos,La Gente Se Divierte
19/8/2022 11:36,Divididos,Pasiones Zurdas Derechas
19/8/2022 01:09,Los Piojos,Desde Lejos No Se Ve
19/8/2022 00:57,La Renga,Corazón Fugitivo
19/8/2022 00:53,Divididos,La Firma del Opa
19/8/2022 00:51,Divididos,La Gente Se Divierte
19/8/2022 00:47,Divididos,Pasiones Zurdas Derechas
19/8/2022 00:43,Divididos,Pasiones Zurdas Derechas
19/8/2022 00:43,Divididos,La Gente Se Divierte
19/8/2022 00:39,Divididos,La Firma del Opa
19/8/2022 00:39,Divididos,La Gente Se Divierte
19/8/2022 00:38,Divididos,La Gente Se Divierte
19/8/2022 00:33,Divididos,Pasiones Zurdas Derechas
19/8/2022 00:30,Divididos,Sopa de Tortuga
19/8/2022 00:26,Divididos,Como un Cuento
19/8/2022 00:21,Divididos,La Ñapi de Mamá
19/8/2022 00:16,Divididos,Vida de Topos
19/8/2022 00:11,Divididos,Elefantes en Europa
19/8/2022 00:07,Divididos,Tanto Anteojo
19/8/2022 00:07,Divididos,Qué Pasa Conmigo?
19/8/2022 00:04,Divididos,Tanto Anteojo
19/8/2022 00:04,Divididos,Casi Estatua
18/8/2022 20:20,Las Pelotas,Víctimas del Cielo - En Casa
18/8/2022 20:16,Las Pelotas,Nada Es Real - En Casa
18/8/2022 20:13,Las Pelotas,Como una Estrella - En Casa
18/8/2022 20:09,Las Pelotas,Siempre Estará - En Casa
18/8/2022 20:06,Las Pelotas,Bombachitas Rosas - En Casa
18/8/2022 20:02,Las Pelotas,Nunca Te Jugaste - En Casa
18/8/2022 20:00,Las Pelotas,Nunca Te Jugaste - En Casa
18/8/2022 19:54,Las Pelotas,Más de Todo - En Casa
18/8/2022 19:50,Las Pelotas,Cuántas Cosas - En Casa
12/8/2022 01:31,Divididos,La Gente Se Divierte
12/8/2022 01:20,Divididos,Pasiones Zurdas Derechas
12/8/2022 01:14,Divididos,Pasiones Zurdas Derechas
12/8/2022 01:14,Divididos,La Gente Se Divierte
12/8/2022 01:11,Divididos,La Gente Se Divierte
12/8/2022 01:10,Divididos,Pasiones Zurdas Derechas
12/8/2022 01:07,Divididos,Sopa de Tortuga
12/8/2022 01:07,Divididos,Como un Cuento
12/8/2022 01:02,Divididos,La Ñapi de Mamá
12/8/2022 00:56,Divididos,Vida de Topos
12/8/2022 00:51,Divididos,Elefantes en Europa
12/8/2022 00:48,Divididos,Tanto Anteojo
12/8/2022 00:48,Divididos,Qué Pasa Conmigo?
12/8/2022 00:48,Divididos,Spaghetti del Rock
12/8/2022 00:44,Divididos,El Fantasio
12/8/2022 00:43,Divididos,Zombie
12/8/2022 00:38,Divididos,Gol de Mujer
12/8/2022 00:38,Divididos,Niño Hereje
12/8/2022 00:38,Divididos,Vientito de Tucumán
12/8/2022 00:36,Divididos,Cosas de Baboon
12/8/2022 00:32,Divididos,Nene de Antes
12/8/2022 00:32,Divididos,Sobrio A Las Piñas/Quien Se Tomo Todo El Vino
12/8/2022 00:32,Divididos,Luca
12/8/2022 00:32,Divididos,Cabeza de Maceta
12/8/2022 00:32,Divididos,Amor Japonés
12/8/2022 00:32,Divididos,Letra Gótica
12/8/2022 00:32,Divididos,Clavador de Querubin
12/8/2022 00:28,Divididos,Alma de Budin
11/8/2022 19:01,Las Pelotas,Víctimas del Cielo - En Casa
11/8/2022 18:57,Las Pelotas,Nada Es Real - En Casa
